customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00392,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,73.59,108.9,Yes
CUST00393,Female,0,No,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,44.65,2573.37,No
CUST00394,Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,34.8,1964.53,No
CUST00395,Male,1,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.52,2393.38,No
CUST00396,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),117.92,7785.83,No
CUST00397,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,79.68,3292.79,No
CUST00398,Female,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.76,918.06,No
CUST00399,Female,0,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,24.67,769.83,No
CUST00400,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,89.82,3481.69,No
CUST00401,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,90.28,1393.24,No
CUST00402,Female,0,No,No,10,No,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,79.86,1647.8,No
CUST00403,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),90.74,2474.47,Yes
CUST00404,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,46.11,521.11,No
CUST00405,Female,1,Yes,Yes,57,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,66.31,775.28,Yes
CUST00406,Female,0,Yes,No,25,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.04,521.64,Yes
CUST00407,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.35,1940.66,Yes
CUST00408,Female,0,Yes,No,35,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.04,7394.41,Yes
CUST00409,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,89.05,5869.11,No
CUST00410,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,107.02,7184.92,No
CUST00411,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,32.56,617.65,No
CUST00412,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),66.15,3648.64,No
CUST00413,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),103.4,3655.56,No
CUST00414,Male,0,Yes,No,57,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,91.51,91.61,Yes
CUST00415,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),77.8,4657.17,No
CUST00416,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),21.25,1066.5,No
CUST00417,Male,0,No,No,22,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,74.63,3811.65,No
CUST00418,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.49,2913.04,Yes
CUST00419,Female,0,No,Yes,22,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,24.11,521.2,No
CUST00420,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,47.82,1811.34,Yes
CUST00421,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,98.14,2825.33,No
CUST00422,Female,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,118.13,5668.92,No
CUST00423,Female,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.15,2508.45,Yes
CUST00424,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,29.63,282.33,No
CUST00425,Female,0,Yes,No,43,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.61,2705.13,No
CUST00426,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),26.8,863.88,No
CUST00427,Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.05,1506.85,Yes
CUST00428,Female,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,36.39,1438.15,Yes
CUST00429,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),45.21,148.65,No
CUST00430,Female,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),85.32,2903.95,No
CUST00431,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,24.36,296.98,No
CUST00432,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),58.15,525.74,No
CUST00433,Male,0,No,No,10,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,20.47,312.14,No
CUST00434,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.46,4046.83,Yes
CUST00435,Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),66.32,181.32,No
CUST00436,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,103.22,6728.47,Yes
CUST00437,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,70.67,2935.38,Yes
CUST00438,Female,0,No,Yes,13,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.79,2196.72,No
CUST00439,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.16,3925.96,No
CUST00440,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),45.1,395.25,Yes
CUST00441,Male,1,No,Yes,31,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,71.06,2260.48,No
CUST00442,Female,0,Yes,No,63,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.88,3125.04,Yes
CUST00443,Male,0,Yes,No,15,Yes,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,44.7,2877.29,Yes
CUST00444,Female,0,No,Yes,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.12,6317.35,Yes
CUST00445,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.75,3427.94,No
CUST00446,Male,1,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,97.7,2001.21,No
CUST00447,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,63.25,4025.1,No
CUST00448,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,50.21,3511.79,Yes
CUST00449,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,73.26,852.75,No
CUST00450,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),102.92,3004.28,Yes
CUST00451,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,30.69,367.2,No
CUST00452,Female,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,117.15,8153.13,No
CUST00453,Female,0,No,No,15,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),71.33,906.84,Yes
CUST00454,Female,0,No,No,15,No,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.4,2659.69,Yes
CUST00455,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,116.98,6903.03,No
CUST00456,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.31,882.38,Yes
CUST00457,Female,0,Yes,No,22,No,Yes,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Electronic check,60.85,1727.44,Yes
CUST00458,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,33.48,507.12,No
CUST00459,Male,0,No,No,44,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),108.66,6508.26,No
CUST00460,Male,0,Yes,No,67,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.03,1969.08,No
CUST00461,Female,0,No,No,23,Yes,No,No,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,35.76,1228.78,No
CUST00462,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,114.92,5958.96,No
CUST00463,Female,1,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.82,1417.37,No
CUST00464,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,93.69,2351.99,No
CUST00465,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,84.87,378.08,No
CUST00466,Male,0,Yes,No,61,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,26.21,1418.59,No
CUST00467,Female,0,No,Yes,17,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),24.05,1434.7,No
CUST00468,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,25.77,1371.42,Yes
CUST00469,Male,1,Yes,No,13,Yes,Yes,No,No,No,No,No,No,No internet service,One year,No,Electronic check,103.96,3684.38,Yes
CUST00470,Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.93,1328.81,No
CUST00471,Male,1,No,No,11,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.45,3002.16,No
CUST00472,Female,1,No,No,26,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),101.53,1202.41,No
CUST00473,Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,88.63,3980.15,No
CUST00474,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),114.97,490.82,No
CUST00475,Male,0,No,No,49,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,23.43,277.14,Yes
CUST00476,Female,0,Yes,No,11,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.8,1956.39,Yes
CUST00477,Male,0,Yes,No,56,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.48,3066.57,No
CUST00478,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,97.97,3305.6,No
CUST00479,Male,0,No,Yes,12,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,55.93,761.76,Yes
CUST00480,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,60.3,1257.37,Yes
CUST00481,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.78,1766.93,Yes
CUST00482,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.26,1139.43,Yes
CUST00483,Male,0,No,Yes,57,No,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,115.97,608.24,No
CUST00484,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,54.42,82.72,No
CUST00485,Male,0,No,Yes,44,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),75.74,114.92,Yes
CUST00486,Female,0,No,Yes,65,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,23.16,359.49,Yes
CUST00487,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.03,911.34,Yes
CUST00488,Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.41,746.35,No
CUST00489,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,107.21,4149.55,No
CUST00490,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.22,7032.63,Yes
CUST00491,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.03,696.96,Yes
CUST00492,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),119.58,6458.25,No
CUST00493,Male,0,No,No,57,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,69.81,577.23,No
CUST00494,Female,0,Yes,Yes,17,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.38,2087.81,Yes
CUST00495,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,48.51,1526.93,Yes
CUST00496,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.2,2407.71,Yes
CUST00497,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,No,Electronic check,35.45,2310.39,No
CUST00498,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,73.31,3805.25,No
CUST00499,Male,0,No,Yes,63,Yes,No,No,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),41.1,1986.18,No
CUST00500,Female,0,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),28.52,1734.78,No
CUST00501,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,119.83,3506.61,No
CUST00502,Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.01,2895.04,Yes
CUST00503,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.99,3818.28,Yes
CUST00504,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,24.83,1414.97,Yes
CUST00505,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,53.46,3399.82,No
CUST00506,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.04,1546.3,Yes
CUST00507,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.63,5110.62,Yes
CUST00508,Male,0,No,No,9,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,113.57,6231.08,No
CUST00509,Female,0,No,Yes,52,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,63.03,2196.46,Yes
CUST00510,Female,1,Yes,No,50,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,66.8,2164.23,No
CUST00511,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.48,5643.41,No
CUST00512,Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,64.4,221.73,Yes
CUST00513,Male,0,No,Yes,65,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,66.57,3719.23,No
CUST00514,Female,0,No,Yes,52,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),102.86,1364.28,No
CUST00515,Female,0,No,No,63,No,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),101.5,2412.38,Yes
CUST00516,Male,0,No,No,71,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),34.05,540.76,No
CUST00517,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,90.98,2115.92,No
CUST00518,Female,1,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),83.74,5434.06,No
CUST00519,Female,0,No,Yes,36,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.18,6816.16,Yes
CUST00520,Female,0,Yes,Yes,48,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.61,245.26,Yes
CUST00521,Female,1,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.62,1214.82,Yes
CUST00522,Male,0,Yes,Yes,32,Yes,Yes,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.44,2521.56,Yes
CUST00523,Female,1,Yes,Yes,21,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,58.84,200.75,Yes
CUST00524,Male,0,Yes,No,69,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.62,3242.15,No
CUST00525,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),21.43,499.63,No
CUST00526,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,52.62,1977.57,No
CUST00527,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,68.16,763.09,No
CUST00528,Female,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,65.01,2040.21,No
CUST00529,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,36.59,1998.95,Yes
CUST00530,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.13,1235.1,Yes
CUST00531,Male,0,No,No,34,Yes,No,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Electronic check,114.58,7182.46,No
CUST00532,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,109.42,1482.14,Yes
CUST00533,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,35.52,993.95,Yes
CUST00534,Male,0,No,No,71,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,58.39,299.82,No
CUST00535,Male,0,No,Yes,68,Yes,Yes,No,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.63,224.99,No
CUST00536,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.23,3928.04,Yes
CUST00537,Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,43.78,2396.95,Yes
CUST00538,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,28.2,1878.64,Yes
CUST00539,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,107.1,2816.44,Yes
CUST00540,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.55,5020.63,Yes
CUST00541,Male,0,No,No,53,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,98.16,378.74,No
CUST00542,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,97.62,1524.97,No
CUST00543,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,70.47,2334.97,No
CUST00544,Female,0,Yes,No,59,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.68,5156.65,Yes
CUST00545,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.44,2121.29,No
CUST00546,Female,0,Yes,Yes,1,No,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),116.85,7786.73,No
CUST00547,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,21.6,1087.71,No
CUST00548,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.62,2930.16,No
CUST00549,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),26.38,1099.73,No
CUST00550,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,105.19,4375.38,Yes
CUST00551,Male,1,No,No,8,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),41.84,1885.18,Yes
CUST00552,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,49.14,2758.86,No
CUST00553,Male,0,Yes,No,43,No,Yes,No,Yes,No,No,No,No,No,One year,No,Electronic check,36.9,2045.3,No
CUST00554,Female,1,Yes,Yes,11,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,78.38,2643.42,No
CUST00555,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.92,3556.84,Yes
CUST00556,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.99,2176.63,No
CUST00557,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,23.89,340.04,No
CUST00558,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,54.91,2422.92,No
CUST00559,Female,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.6,6429.31,No
CUST00560,Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,82.46,2230.02,No
CUST00561,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,72.58,2093.77,No
CUST00562,Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,34.49,1509.38,No
CUST00563,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,76.24,2378.99,No
CUST00564,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.17,739.32,No
CUST00565,Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,104.57,916.48,Yes
CUST00566,Female,1,No,Yes,36,Yes,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.37,2854.89,Yes
CUST00567,Female,0,No,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.89,1984.58,Yes
CUST00568,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,105.51,6005.43,No
